Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,salary_growth_rate,bonus_month_ratio,overtime_month_ratio,avg_bonus_pct,career_stagnation_index,promotion_velocity,role_stagnation_ratio,manager_stability_ratio,training_intensity,Cluster,Cluster_Name
25,No,Travel_Rarely,Sales,3,1,3,3,2,Sales Executive,1,Married,4194,1,18,4,0,3,3,5,0,0.1214926084883166,0.125,0.75,0.492871604561375,2.5,5.0,0.5,0.5,0.5,1,Overworked Juniors
35,No,Travel_Rarely,Research & Development,9,3,4,2,3,Manufacturing Director,3,Married,10685,1,20,2,1,2,3,17,5,0.1533224145999064,0.3333333333333333,0.7916666666666666,5.368870057903436,8.5,2.833333333333333,0.7777777777777778,0.8333333333333334,0.1111111111111111,4,Stagnant Mid-Seniors
35,Yes,Travel_Frequently,Research & Development,25,4,4,3,1,Research Scientist,2,Divorced,2022,1,19,1,1,3,2,10,7,0.0859198813056379,0.2916666666666667,0.6666666666666666,1.1899207790851838,5.0,1.25,0.1818181818181818,0.7272727272727273,0.2727272727272727,1,Overworked Juniors
32,No,Non-Travel,Research & Development,1,3,4,3,1,Laboratory Technician,4,Divorced,2314,0,12,2,1,2,3,3,0,0.1439066551426102,0.2083333333333333,0.125,1.2784384868642074,3.0,3.0,0.0,0.5,0.5,0,Disengaged Juniors
25,No,Travel_Rarely,Sales,4,1,3,2,2,Sales Executive,1,Married,4256,1,12,1,0,1,4,5,0,0.0630333646616542,0.2916666666666667,0.1666666666666666,1.7547151632170046,2.5,5.0,0.3333333333333333,0.5,0.1666666666666666,0,Disengaged Juniors
49,No,Travel_Rarely,Research & Development,1,3,3,3,1,Research Scientist,1,Married,3580,2,16,2,1,2,3,4,0,0.1007513966480447,0.2916666666666667,0.125,1.291446349824264,1.3333333333333333,4.0,0.4,0.4,0.4,0,Disengaged Juniors
24,No,Non-Travel,Research & Development,4,1,1,2,1,Laboratory Technician,4,Married,3162,0,17,4,0,2,2,5,3,0.0510879190385831,0.2916666666666667,0.1666666666666666,1.252266005771579,5.0,1.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,Disengaged Juniors
32,No,Travel_Frequently,Sales,5,2,2,3,2,Sales Executive,2,Married,6524,1,14,4,1,3,3,10,5,0.0555901287553648,0.2916666666666667,0.0416666666666666,2.699486338245236,5.0,1.6666666666666667,0.7272727272727273,0.2727272727272727,0.2727272727272727,0,Disengaged Juniors
38,No,Travel_Rarely,Sales,9,3,2,2,1,Sales Representative,2,Married,2899,0,19,4,1,3,3,2,1,0.0694239392894102,0.25,0.1666666666666666,1.7643995962661023,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0,Disengaged Juniors
42,No,Travel_Rarely,Research & Development,3,3,3,4,2,Laboratory Technician,4,Married,5231,2,13,2,1,1,2,5,1,0.1184534505830625,0.2916666666666667,0.875,2.1953547421791475,1.6666666666666667,2.5,0.5,0.5,0.1666666666666666,1,Overworked Juniors
31,No,Travel_Rarely,Research & Development,11,4,4,3,1,Research Scientist,4,Married,2356,3,19,2,1,2,3,6,0,0.1219864176570458,0.3333333333333333,0.875,1.739360519706305,1.5,6.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,1,Overworked Juniors
29,Yes,Travel_Rarely,Sales,1,3,2,2,1,Sales Representative,3,Divorced,2800,6,19,3,3,3,3,3,0,0.1026321428571428,0.2916666666666667,0.6666666666666666,1.642138260369398,0.4285714285714285,3.0,0.5,0.5,0.75,1,Overworked Juniors
53,No,Travel_Rarely,Sales,8,3,1,3,4,Sales Executive,4,Married,11836,5,14,3,1,3,3,2,2,0.1143038188577221,0.2916666666666667,0.0416666666666666,1.2860554367863883,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,2,Senior Stable
35,No,Travel_Rarely,Research & Development,25,3,4,2,3,Manufacturing Director,2,Married,10903,3,16,1,0,2,3,13,4,0.0783848482069154,0.3333333333333333,0.125,3.2321127029516514,3.25,2.6,0.7142857142857143,0.5714285714285714,0.1428571428571428,2,Senior Stable
37,No,Travel_Frequently,Sales,21,2,3,3,1,Sales Representative,4,Married,2973,5,15,2,1,3,3,5,0,0.1089471913891692,0.1666666666666666,0.0833333333333333,0.8113847515115765,0.8333333333333334,5.0,0.6666666666666666,0.0,0.5,0,Disengaged Juniors
53,No,Travel_Rarely,Research & Development,23,4,4,3,4,Research Director,4,Single,14275,6,18,3,0,0,3,12,3,0.0600602451838879,0.3333333333333333,0.0,2.543264871593216,1.7142857142857142,3.0,0.6923076923076923,0.6153846153846154,0.0,2,Senior Stable
43,No,Travel_Frequently,Research & Development,1,3,4,3,2,Healthcare Representative,4,Married,5562,4,13,2,1,2,2,5,2,0.0595199568500539,0.2916666666666667,0.0833333333333333,2.37868049985162,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,Disengaged Juniors
47,No,Travel_Rarely,Sales,2,2,3,3,2,Sales Executive,4,Married,4537,0,22,1,1,2,3,7,7,0.1783689662772757,0.3333333333333333,0.875,4.189069477368339,7.0,0.875,0.75,0.875,0.25,1,Overworked Juniors
37,No,Non-Travel,Sales,19,2,1,3,3,Sales Executive,2,Single,7642,1,13,4,0,2,3,10,0,0.0565898979324784,0.25,0.75,1.8103636259179632,5.0,10.0,0.0,0.8181818181818182,0.1818181818181818,3,High Potential Fast Trackers
50,No,Non-Travel,Research & Development,2,4,1,3,4,Manager,1,Divorced,17924,1,11,4,1,3,3,31,14,0.1039137469314884,0.25,0.0416666666666666,1.548153163428308,15.5,2.066666666666667,0.1875,0.21875,0.09375,4,Stagnant Mid-Seniors
39,No,Travel_Rarely,Human Resources,2,3,4,2,2,Human Resources,4,Married,5204,8,11,3,2,2,3,5,0,0.1401787086856264,0.2083333333333333,0.0416666666666666,1.7729899356496648,0.5555555555555556,5.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,Disengaged Juniors
33,No,Travel_Rarely,Human Resources,3,2,4,3,1,Human Resources,2,Divorced,2277,3,11,3,1,4,4,4,0,0.0888888888888889,0.3333333333333333,0.7083333333333334,2.3690005646527386,1.0,4.0,0.6,0.6,0.8,1,Overworked Juniors
32,Yes,Travel_Rarely,Research & Development,25,4,1,3,1,Laboratory Technician,4,Single,2795,1,24,3,0,2,1,1,0,0.1072021466905188,0.3333333333333333,0.7083333333333334,5.195011186429358,0.5,1.0,0.0,0.5,1.0,1,Overworked Juniors
29,No,Travel_Rarely,Research & Development,7,1,1,2,1,Laboratory Technician,4,Divorced,2532,6,14,3,3,5,3,4,0,0.1340718799368087,0.3333333333333333,0.0,1.7728731105505662,0.5714285714285714,4.0,0.6,0.6,1.0,0,Disengaged Juniors
44,No,Travel_Rarely,Research & Development,9,2,2,3,1,Research Scientist,1,Married,2559,1,13,4,0,0,3,8,7,0.1232082844861273,0.2083333333333333,0.75,1.3735241204367348,4.0,1.0,0.7777777777777778,0.1111111111111111,0.0,1,Overworked Juniors
28,No,Travel_Rarely,Sales,5,4,1,3,2,Sales Executive,4,Single,4908,1,14,2,0,3,3,4,0,0.1528382233088834,0.25,0.0833333333333333,1.6310610031064747,2.0,4.0,0.4,0.4,0.6,0,Disengaged Juniors
58,Yes,Travel_Frequently,Research & Development,2,1,4,2,1,Laboratory Technician,4,Divorced,2380,9,14,4,1,3,2,1,0,0.101890756302521,0.2083333333333333,0.625,0.9716791029045994,0.1,1.0,0.0,0.0,1.5,1,Overworked Juniors
43,No,Travel_Rarely,Research & Development,8,3,1,3,2,Manufacturing Director,2,Divorced,4765,4,21,3,1,2,4,1,0,0.1288709338929695,0.3333333333333333,0.0416666666666666,4.257205328067024,0.2,1.0,0.0,0.0,1.0,0,Disengaged Juniors
20,Yes,Travel_Rarely,Sales,2,3,3,2,1,Sales Representative,3,Single,2044,1,13,4,0,3,2,2,0,0.1547015655577299,0.2083333333333333,0.125,1.930291067959158,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0,Disengaged Juniors
21,Yes,Travel_Rarely,Research & Development,18,1,4,3,1,Research Scientist,4,Single,2693,1,19,1,0,3,2,1,0,0.1020757519494986,0.1666666666666666,0.125,1.6571304747722235,0.5,1.0,0.0,0.0,1.5,0,Disengaged Juniors
36,No,Travel_Rarely,Research & Development,14,1,3,3,2,Healthcare Representative,4,Married,6586,0,17,1,1,2,2,16,4,0.1297099908897662,0.2916666666666667,0.7083333333333334,2.0237145489618173,16.0,3.2,0.4705882352941176,0.6470588235294118,0.1176470588235294,4,Stagnant Mid-Seniors
47,No,Travel_Rarely,Sales,2,4,4,2,1,Sales Representative,4,Single,3294,1,18,1,0,3,2,3,1,0.1198816029143897,0.2916666666666667,0.75,2.179657766524352,1.5,1.5,0.5,0.5,0.75,1,Overworked Juniors
22,Yes,Travel_Rarely,Research & Development,3,1,2,3,2,Manufacturing Director,3,Married,4171,0,19,1,1,3,4,3,0,0.1492160153440422,0.1666666666666666,0.7916666666666666,1.549253087238775,3.0,3.0,0.5,0.5,0.75,1,Overworked Juniors
41,Yes,Travel_Rarely,Research & Development,2,4,2,1,1,Laboratory Technician,4,Divorced,2778,4,13,3,1,1,2,7,1,0.0660043196544277,0.25,0.625,2.1307455156950668,1.4,3.5,0.875,0.0,0.125,1,Overworked Juniors
28,No,Travel_Rarely,Research & Development,9,3,3,3,1,Research Scientist,3,Divorced,2377,5,18,2,1,2,3,2,2,0.0656373580143037,0.3333333333333333,0.0833333333333333,1.9311290911510677,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Disengaged Juniors
39,Yes,Travel_Rarely,Research & Development,6,3,4,3,1,Laboratory Technician,1,Married,2404,7,21,4,0,2,1,2,2,0.0781239600665557,0.3333333333333333,0.6666666666666666,6.808859625594867,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Overworked Juniors
27,No,Travel_Rarely,Research & Development,4,3,2,3,1,Research Scientist,3,Single,2318,1,19,3,0,2,3,1,0,0.0858800690250216,0.2916666666666667,0.125,2.469139218671445,0.5,1.0,0.5,0.0,1.0,0,Disengaged Juniors
34,No,Travel_Rarely,Research & Development,10,3,2,3,1,Laboratory Technician,2,Divorced,2008,1,14,2,2,3,3,1,1,0.0619721115537848,0.3333333333333333,0.1666666666666666,1.4668032260954411,0.5,0.5,0.0,0.0,1.5,0,Disengaged Juniors
42,No,Travel_Rarely,Sales,14,2,3,2,2,Sales Executive,3,Single,6244,7,17,1,0,6,3,5,0,0.0740518898142216,0.2916666666666667,0.0833333333333333,2.0498573975982337,0.625,5.0,0.6666666666666666,0.5,1.0,0,Disengaged Juniors
33,No,Travel_Rarely,Research & Development,1,4,3,2,1,Research Scientist,1,Single,2799,3,11,2,0,1,3,3,0,0.1364308681672025,0.3333333333333333,0.7916666666666666,1.4277344936707097,0.75,3.0,0.5,0.5,0.25,1,Overworked Juniors
58,No,Travel_Rarely,Research & Development,5,3,3,2,3,Healthcare Representative,2,Divorced,10552,2,13,4,1,3,3,6,0,0.1258747156937073,0.2916666666666667,0.4583333333333333,1.9450752604369177,2.0,6.0,0.0,0.5714285714285714,0.4285714285714285,2,Senior Stable
31,No,Travel_Rarely,Sales,7,4,2,2,1,Sales Representative,3,Married,2329,3,15,2,0,2,4,7,5,0.1164147702876771,0.25,0.0,1.9293881481869295,1.75,1.1666666666666667,0.875,0.25,0.25,0,Disengaged Juniors
35,No,Travel_Rarely,Research & Development,21,1,4,3,2,Healthcare Representative,4,Married,4014,1,25,4,1,2,1,10,0,0.0887144992526159,0.3333333333333333,0.7916666666666666,4.688358519896788,5.0,10.0,0.5454545454545454,0.6363636363636364,0.1818181818181818,3,High Potential Fast Trackers
49,No,Travel_Rarely,Research & Development,8,2,1,3,3,Laboratory Technician,2,Married,7403,4,11,3,1,3,2,26,1,0.1210293124409022,0.25,0.125,1.9955871318564264,5.2,13.0,0.3333333333333333,0.2592592592592592,0.1111111111111111,3,High Potential Fast Trackers
48,No,Travel_Rarely,Research & Development,20,4,4,3,1,Research Scientist,3,Married,2259,4,17,1,2,2,2,0,0,0.0755378486055776,0.2916666666666667,0.0416666666666666,2.536397446836772,0.0,0.0,0.0,0.0,2.0,0,Disengaged Juniors
31,No,Non-Travel,Sales,20,2,4,3,2,Sales Executive,3,Married,6932,1,13,4,1,2,2,9,0,0.1032991921523369,0.3333333333333333,0.0833333333333333,3.3124662242568728,4.5,9.0,0.8,0.0,0.2,3,High Potential Fast Trackers
36,No,Travel_Rarely,Research & Development,7,4,2,3,1,Research Scientist,4,Single,4678,2,18,3,0,6,3,6,0,0.0844890979050876,0.25,0.125,2.063899415353823,2.0,6.0,0.2857142857142857,0.1428571428571428,0.8571428571428571,0,Disengaged Juniors
38,No,Travel_Rarely,Research & Development,1,3,4,3,3,Research Director,1,Married,13582,1,13,2,1,3,3,15,5,0.1500618465616256,0.25,0.25,1.395029987804311,7.5,2.5,0.75,0.6875,0.1875,4,Stagnant Mid-Seniors
32,No,Non-Travel,Research & Development,1,3,3,2,1,Laboratory Technician,2,Married,2332,6,20,3,0,3,3,3,0,0.1627658662092625,0.3333333333333333,0.125,4.005181972376373,0.4285714285714285,3.0,0.0,0.5,0.75,0,Disengaged Juniors
25,Yes,Travel_Rarely,Sales,19,2,3,2,1,Sales Representative,2,Married,2413,1,18,3,3,2,3,1,0,0.1149108992954828,0.25,0.7916666666666666,1.9219946569313544,0.5,1.0,0.0,0.0,1.0,1,Overworked Juniors
40,No,Travel_Rarely,Sales,10,4,1,2,3,Sales Executive,2,Divorced,9705,2,12,2,1,2,2,1,0,0.1258876867594023,0.2916666666666667,0.0833333333333333,2.2527284698295738,0.3333333333333333,1.0,0.0,0.0,1.0,2,Senior Stable
26,No,Travel_Frequently,Sales,1,3,3,2,2,Sales Executive,1,Single,4294,1,12,2,0,2,3,7,0,0.111932929669306,0.25,0.125,1.986234395859194,3.5,7.0,0.875,0.875,0.25,0,Disengaged Juniors
41,No,Travel_Rarely,Research & Development,6,3,4,3,1,Laboratory Technician,1,Single,4721,2,13,3,0,3,3,18,2,0.1357487820377038,0.2916666666666667,0.75,1.4369290319754404,6.0,6.0,0.6842105263157895,0.8947368421052632,0.1578947368421052,1,Overworked Juniors
36,No,Travel_Rarely,Research & Development,2,4,3,3,1,Laboratory Technician,3,Single,2519,4,21,3,0,6,3,11,3,0.126967050416832,0.3333333333333333,0.0833333333333333,7.027484401464163,2.2,2.75,0.6666666666666666,0.75,0.5,0,Disengaged Juniors
19,Yes,Travel_Rarely,Sales,21,3,4,2,1,Sales Representative,2,Single,2121,1,13,2,0,3,4,1,0,0.1163696369636964,0.2083333333333333,0.625,1.9460500450868623,0.5,1.0,0.0,0.0,1.5,1,Overworked Juniors
20,Yes,Travel_Rarely,Research & Development,4,3,1,3,1,Laboratory Technician,1,Single,2973,1,19,2,0,2,3,1,0,0.1275142953245879,0.2916666666666667,0.0833333333333333,1.2130338155250655,0.5,1.0,0.0,0.0,1.0,0,Disengaged Juniors
31,No,Travel_Rarely,Research & Development,12,3,4,3,2,Healthcare Representative,4,Married,5855,0,11,3,2,2,1,9,8,0.1038684884713919,0.25,0.7916666666666666,2.409491035221331,9.0,1.0,0.7,0.5,0.2,1,Overworked Juniors
40,No,Travel_Frequently,Research & Development,9,4,4,3,1,Research Scientist,2,Divorced,3617,8,14,4,1,2,3,1,0,0.1436190212883606,0.25,0.7916666666666666,1.5382032128520065,0.1111111111111111,1.0,0.5,0.0,1.0,1,Overworked Juniors
32,No,Travel_Rarely,Research & Development,3,4,3,3,2,Manufacturing Director,1,Married,6725,1,12,3,1,2,4,8,6,0.106560594795539,0.125,0.125,0.6351401058018732,4.0,1.1428571428571428,0.7777777777777778,0.3333333333333333,0.2222222222222222,0,Disengaged Juniors
36,Yes,Travel_Rarely,Sales,3,1,3,2,3,Sales Executive,4,Married,10325,1,11,1,1,6,3,16,3,0.0509869249394673,0.3333333333333333,0.8333333333333334,1.6391759260705154,8.0,4.0,0.4117647058823529,0.4117647058823529,0.3529411764705882,1,Overworked Juniors
33,No,Travel_Rarely,Research & Development,1,3,2,2,2,Healthcare Representative,4,Single,6949,0,14,1,0,3,3,5,1,0.0947373722837818,0.3333333333333333,0.125,2.9635384942764014,5.0,2.5,0.0,0.6666666666666666,0.5,0,Disengaged Juniors
37,Yes,Travel_Rarely,Sales,1,4,1,2,3,Sales Executive,3,Married,10609,5,11,3,0,2,1,14,11,0.1518880196059948,0.2916666666666667,0.1666666666666666,1.452918694659396,2.333333333333333,1.1666666666666667,0.0666666666666666,0.4666666666666667,0.1333333333333333,4,Stagnant Mid-Seniors
45,No,Non-Travel,Research & Development,4,2,3,3,2,Laboratory Technician,2,Married,4447,1,12,2,0,5,2,9,0,0.0608072858106588,0.1666666666666666,0.0833333333333333,1.531031401174112,4.5,9.0,0.7,0.8,0.5,3,High Potential Fast Trackers
29,No,Travel_Frequently,Sales,20,3,3,3,1,Sales Representative,4,Married,2157,1,15,2,1,5,3,3,0,0.1695132127955493,0.2916666666666667,0.0833333333333333,1.394961293318859,1.5,3.0,0.25,0.5,1.25,0,Disengaged Juniors
35,No,Travel_Rarely,Sales,18,3,3,3,2,Sales Executive,3,Married,4601,1,16,2,0,3,3,5,1,0.1558400347750489,0.2916666666666667,0.1666666666666666,2.1683235114978947,2.5,2.5,0.3333333333333333,0.0,0.5,0,Disengaged Juniors
52,No,Travel_Rarely,Research & Development,1,2,4,3,4,Manager,4,Married,17099,2,15,2,1,2,2,9,7,0.1517351891923504,0.2083333333333333,0.0416666666666666,1.3178165633245191,3.0,1.125,0.8,0.8,0.2,2,Senior Stable
58,Yes,Travel_Rarely,Research & Development,2,3,4,3,1,Research Scientist,3,Single,2479,4,24,1,0,4,3,1,0,0.1401452198467124,0.3333333333333333,0.125,7.039153670523099,0.2,1.0,0.0,0.0,2.0,0,Disengaged Juniors
53,No,Travel_Rarely,Sales,2,2,3,3,4,Manager,3,Divorced,14852,6,13,3,1,3,4,17,15,0.1154396714247238,0.2083333333333333,0.0416666666666666,1.1357590111215703,2.4285714285714284,1.0625,0.7222222222222222,0.1111111111111111,0.1666666666666666,4,Stagnant Mid-Seniors
30,No,Travel_Rarely,Sales,8,2,3,3,3,Sales Executive,3,Divorced,7264,5,11,1,1,2,4,8,7,0.0744135462555066,0.1666666666666666,0.125,0.9592028465339448,1.3333333333333333,1.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0,Disengaged Juniors
38,No,Non-Travel,Sales,10,3,3,3,2,Sales Executive,4,Single,5666,1,13,2,0,1,3,5,1,0.1393240381221319,0.2916666666666667,0.875,2.684224622935837,2.5,2.5,0.5,0.5,0.1666666666666666,1,Overworked Juniors
35,No,Travel_Rarely,Sales,3,4,4,3,3,Sales Executive,4,Divorced,7823,6,13,2,1,2,3,10,0,0.097555924837019,0.3333333333333333,0.125,3.213630123313544,1.4285714285714286,10.0,0.8181818181818182,0.7272727272727273,0.1818181818181818,3,High Potential Fast Trackers
39,No,Travel_Rarely,Sales,2,5,1,4,3,Sales Executive,3,Single,7880,0,18,4,0,3,3,8,0,0.1161928934010152,0.2916666666666667,0.1666666666666666,1.6862340765471346,8.0,8.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,3,High Potential Fast Trackers
40,Yes,Non-Travel,Sales,24,3,2,4,4,Sales Executive,2,Single,13194,4,16,4,0,2,2,1,0,0.1173215097771714,0.2916666666666667,0.7083333333333334,2.8613499009653927,0.2,1.0,0.0,0.0,1.0,2,Senior Stable
47,No,Travel_Frequently,Research & Development,16,4,3,4,2,Manufacturing Director,3,Divorced,5067,1,19,3,0,3,4,19,2,0.1075370041444642,0.2083333333333333,0.7083333333333334,0.961601447554024,9.5,6.333333333333333,0.5,0.35,0.15,3,High Potential Fast Trackers
36,No,Non-Travel,Sales,8,4,1,3,2,Sales Executive,4,Divorced,5079,4,13,4,2,3,3,7,0,0.1181216774955699,0.2083333333333333,0.1666666666666666,1.1243797665905106,1.4,7.0,0.875,0.875,0.375,0,Disengaged Juniors
31,Yes,Non-Travel,Research & Development,9,2,3,2,1,Research Scientist,1,Single,2321,0,22,1,0,0,3,3,1,0.1468806548901335,0.3333333333333333,0.7083333333333334,3.7601875620574288,3.0,1.5,0.5,0.5,0.0,1,Overworked Juniors
33,No,Non-Travel,Sales,17,3,4,3,4,Manager,3,Single,17444,1,11,4,0,2,3,10,6,0.1241177482228847,0.2083333333333333,0.0833333333333333,1.9400550206889688,5.0,1.4285714285714286,0.7272727272727273,0.0,0.1818181818181818,4,Stagnant Mid-Seniors
29,Yes,Travel_Rarely,Research & Development,10,3,4,2,1,Research Scientist,1,Single,2404,6,20,3,0,5,3,0,0,0.1008444259567387,0.3333333333333333,0.7083333333333334,3.531855759064242,0.0,0.0,0.0,0.0,5.0,1,Overworked Juniors
33,No,Travel_Rarely,Research & Development,13,1,2,3,1,Research Scientist,4,Single,3452,3,18,1,0,4,3,3,0,0.0616222479721899,0.25,0.125,1.0954365066386835,0.75,3.0,0.5,0.5,1.0,0,Disengaged Juniors
45,No,Travel_Rarely,Research & Development,1,4,4,3,1,Laboratory Technician,4,Divorced,2270,3,14,4,2,2,3,5,0,0.053215859030837,0.2916666666666667,0.1666666666666666,2.5598235412939343,1.25,5.0,0.5,0.3333333333333333,0.3333333333333333,0,Disengaged Juniors
50,No,Travel_Rarely,Research & Development,1,2,4,3,4,Research Director,4,Divorced,17399,9,22,3,1,1,2,5,1,0.1783665727915398,0.3333333333333333,0.0416666666666666,6.321322736857322,0.5,2.5,0.6666666666666666,0.5,0.1666666666666666,2,Senior Stable
33,No,Travel_Frequently,Research & Development,1,4,3,4,2,Healthcare Representative,2,Married,5488,1,13,1,1,2,3,6,1,0.1447321428571428,0.2916666666666667,0.75,1.8679820163326977,3.0,3.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,1,Overworked Juniors
41,No,Travel_Frequently,Research & Development,9,3,1,3,5,Research Director,3,Divorced,19419,2,17,2,1,2,4,18,0,0.0919532416705288,0.25,0.0416666666666666,1.8908298278779376,6.0,18.0,0.8421052631578947,0.5789473684210527,0.1052631578947368,3,High Potential Fast Trackers
27,No,Travel_Rarely,Research & Development,16,4,3,3,1,Laboratory Technician,2,Married,2811,9,14,2,1,2,3,2,2,0.1346922803272856,0.2916666666666667,0.0833333333333333,2.565680572618953,0.2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Disengaged Juniors
45,No,Non-Travel,Research & Development,23,2,4,3,2,Laboratory Technician,1,Married,3633,1,15,3,1,2,3,9,0,0.1030498210845032,0.25,0.6666666666666666,1.3162303445640138,4.5,9.0,0.8,0.8,0.2,3,High Potential Fast Trackers
47,No,Travel_Rarely,Sales,4,2,4,3,2,Sales Executive,4,Single,4163,1,17,3,0,0,3,9,0,0.1680807110257026,0.2083333333333333,0.6666666666666666,1.1729887709230908,4.5,9.0,0.0,0.7,0.0,3,High Potential Fast Trackers
30,Yes,Travel_Rarely,Research & Development,22,3,1,3,1,Research Scientist,3,Married,2132,4,11,2,0,2,3,5,0,0.0889634146341463,0.2916666666666667,0.6666666666666666,1.7138168866815542,1.0,5.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,1,Overworked Juniors
50,No,Travel_Rarely,Research & Development,24,3,4,3,4,Manufacturing Director,3,Married,13973,3,18,4,1,2,3,12,1,0.156954841479997,0.3333333333333333,0.75,1.444528976496941,3.0,6.0,0.8461538461538461,0.3846153846153846,0.1538461538461538,2,Senior Stable
38,No,Travel_Frequently,Research & Development,10,1,3,3,1,Research Scientist,3,Married,2684,0,17,2,1,0,2,2,0,0.0946460506706409,0.3333333333333333,0.0416666666666666,3.102793830698164,2.0,2.0,0.3333333333333333,0.6666666666666666,0.0,0,Disengaged Juniors
46,No,Travel_Rarely,Research & Development,7,2,4,3,3,Manufacturing Director,3,Divorced,10845,6,13,2,1,3,3,8,0,0.1220212079299215,0.2083333333333333,0.1666666666666666,1.660140011668605,1.1428571428571428,8.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,3,High Potential Fast Trackers
24,No,Travel_Rarely,Research & Development,17,1,4,2,2,Manufacturing Director,3,Divorced,4377,1,15,2,2,6,3,4,3,0.1752318939913182,0.3333333333333333,0.1666666666666666,2.790362664139693,2.0,1.0,0.4,0.4,1.2,0,Disengaged Juniors
35,Yes,Travel_Rarely,Research & Development,14,4,3,2,1,Laboratory Technician,2,Divorced,3743,1,24,4,1,2,1,4,0,0.0662543414373496,0.3333333333333333,0.8333333333333334,6.074757832791459,2.0,4.0,0.4,0.4,0.4,1,Overworked Juniors
31,No,Travel_Frequently,Research & Development,1,1,3,3,2,Manufacturing Director,1,Married,4148,1,12,3,1,1,3,4,0,0.1439054966248794,0.2916666666666667,0.125,1.3796528772075003,2.0,4.0,0.6,0.6,0.2,0,Disengaged Juniors
18,No,Non-Travel,Research & Development,5,2,2,3,1,Research Scientist,4,Single,1051,1,15,4,0,2,3,0,0,0.1716936251189343,0.25,0.0,1.9074832380866669,0.0,0.0,0.0,0.0,2.0,0,Disengaged Juniors
54,No,Travel_Rarely,Research & Development,17,3,3,3,3,Manufacturing Director,3,Married,10739,8,11,3,1,2,3,10,0,0.1304376571375361,0.3333333333333333,0.125,2.805859817590518,1.1111111111111112,10.0,0.6363636363636364,0.7272727272727273,0.1818181818181818,3,High Potential Fast Trackers
35,No,Travel_Rarely,Research & Development,25,4,3,3,3,Healthcare Representative,3,Divorced,10388,1,11,3,1,3,2,16,10,0.1197410473623412,0.3333333333333333,0.6666666666666666,2.8066050803912312,8.0,1.4545454545454546,0.5882352941176471,0.0588235294117647,0.1764705882352941,4,Stagnant Mid-Seniors
30,No,Travel_Rarely,Research & Development,8,2,2,4,3,Research Director,1,Married,11416,0,12,3,3,4,2,8,1,0.0808829712683952,0.25,0.7916666666666666,1.842047881223415,8.0,4.0,0.7777777777777778,0.7777777777777778,0.4444444444444444,1,Overworked Juniors
20,Yes,Travel_Rarely,Research & Development,11,3,4,2,1,Research Scientist,1,Single,2600,1,15,1,0,2,3,1,0,0.1494153846153846,0.2916666666666667,0.7916666666666666,2.7216211536089427,0.5,1.0,0.0,0.0,1.0,1,Overworked Juniors
30,Yes,Travel_Frequently,Research & Development,5,3,2,3,1,Laboratory Technician,2,Single,2422,0,17,1,0,3,3,3,1,0.0972502064409578,0.3333333333333333,0.125,1.755037225616916,3.0,1.5,0.5,0.5,0.75,0,Disengaged Juniors
26,No,Travel_Rarely,Research & Development,2,2,4,4,2,Manufacturing Director,4,Married,5472,1,12,2,0,2,3,8,1,0.1458260233918128,0.3333333333333333,0.0833333333333333,1.747748387765646,4.0,4.0,0.7777777777777778,0.3333333333333333,0.2222222222222222,0,Disengaged Juniors
22,No,Travel_Rarely,Research & Development,8,1,2,1,1,Laboratory Technician,1,Married,2451,1,15,1,1,3,2,4,1,0.0998286413708689,0.2916666666666667,0.0833333333333333,2.2199718602612317,2.0,2.0,0.6,0.2,0.6,0,Disengaged Juniors
48,No,Travel_Rarely,Research & Development,6,3,1,2,2,Healthcare Representative,3,Single,4240,2,13,4,0,0,3,2,2,0.0709599056603773,0.25,0.0,2.3353288682917426,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,Disengaged Juniors
48,No,Travel_Rarely,Research & Development,4,4,3,2,3,Healthcare Representative,3,Single,10999,7,14,2,0,3,3,15,4,0.0896617874352214,0.25,0.125,1.6099440974733124,1.875,3.0,0.6875,0.5,0.1875,2,Senior Stable
